 1.616804e+01  2.590810e-02  1.857444e+09  1.387307e+09 -1.204843e+53  3.149856e+07  1.988130e+09  1.516122e+09 -2.778370e+09 -1.661376e+09 
 2.424470e+01  2.591227e-02 -8.203017e+08  2.256077e+09 -5.639120e+52  2.472573e+09  8.582639e+08 -1.135180e+08 -3.837325e+09  1.463624e+09 
 3.232516e+01  2.591738e-02  1.368799e+09 -2.356406e+09  3.669349e+51  2.003237e+09  1.301152e+09 -2.553188e+09 -6.117291e+08  2.817197e+09 
 4.041430e+01  2.592599e-02  6.415045e+08 -3.354662e+09  8.145707e+50 -1.434047e+07  4.703535e+08 -3.451518e+09  4.729126e+08  3.502281e+09 
 4.849332e+01  2.593943e-02 -3.064209e+07 -1.050668e+09  5.720017e+49 -8.044035e+08  6.529963e+07 -1.219872e+09  1.666860e+09  1.568031e+09 
 5.656982e+01  2.595658e-02 -2.311570e+08  5.635977e+08 -6.674402e+50 -2.597787e+09 -1.150431e+08  5.092536e+08  1.629242e+09  2.224765e+08 
 6.465327e+01  2.597664e-02 -1.360552e+08  7.399570e+08 -1.540875e+51 -2.228685e+09 -8.032794e+07  6.698508e+08  1.408561e+09  1.036213e+08 
 7.273236e+01  2.599869e-02  2.691852e+07  3.840353e+08 -6.084398e+50 -4.120515e+08  3.148936e+07  3.383202e+08  1.047419e+09  5.151043e+08 
 8.080993e+01  2.602146e-02  3.917049e+07  1.368703e+08 -3.039517e+50  7.447770e+06  1.384692e+07  7.829410e+07  8.241421e+08  7.805632e+08 
 8.889597e+01  2.604366e-02 -5.928373e+07  2.500784e+07 -3.570931e+50 -2.186731e+08  5.231493e+07 -7.337651e+07  9.601792e+08  8.445005e+08 
 9.697647e+01  2.606392e-02 -1.450153e+08  7.385568e+07 -4.440535e+50 -2.445130e+08  1.008240e+07 -3.233073e+07  1.099822e+09  7.578644e+08 
 1.050545e+02  2.608117e-02 -2.455179e+08  1.342175e+08 -7.164617e+50 -2.348988e+08 -1.028746e+08  2.061244e+07  1.093398e+09  7.051957e+08 
 1.131367e+02  2.609434e-02 -1.689096e+08  1.404400e+08 -9.882599e+50 -1.523676e+08 -1.741711e+08  3.501144e+07  7.713064e+08  6.963560e+08 
 1.212170e+02  2.610267e-02 -4.222228e+07  1.316260e+08 -1.019798e+51 -1.259583e+08 -1.611328e+08  2.414868e+07  4.333914e+08  6.800448e+08 
 1.293019e+02  2.610586e-02 -2.506439e+07  1.533026e+08 -1.229202e+51 -8.819137e+07 -2.233178e+08  3.737844e+07  4.002837e+08  5.741571e+08 
 1.373775e+02  2.610414e-02 -2.226514e+07  1.998677e+08 -1.388745e+51 -6.657552e+07 -2.522573e+08  6.445902e+07  4.086053e+08  4.380699e+08 
 1.454709e+02  2.609829e-02  3.483783e+07  2.069189e+08 -1.545910e+51 -2.791583e+07 -2.226938e+08  8.425600e+07  2.836851e+08  3.097735e+08 
 1.535493e+02  2.608928e-02  2.027899e+07  1.834347e+08 -1.807345e+51 -3.143338e+07 -1.894973e+08  8.701840e+07  3.000938e+08  2.156168e+08 
 1.616165e+02  2.607778e-02 -9.515583e+06  2.066248e+08 -2.299107e+51 -6.406173e+07 -1.946473e+08  8.527478e+07  4.265162e+08  1.873962e+08 
 1.696982e+02  2.606408e-02 -4.639701e+06  2.525214e+08 -2.715573e+51 -7.218537e+07 -1.950370e+08  9.072327e+07  4.062170e+08  2.126469e+08 
 1.777916e+02  2.604845e-02 -6.858811e+06  2.708652e+08 -2.798160e+51 -5.807772e+07 -2.209207e+08  1.002193e+08  3.456194e+08  2.423759e+08 
 1.858618e+02  2.603153e-02 -3.801342e+07  2.621783e+08 -2.984096e+51 -1.154547e+08 -2.671295e+08  8.360190e+07  4.017189e+08  2.983993e+08 
 1.939484e+02  2.601371e-02 -6.087305e+07  2.570323e+08 -3.192047e+51 -9.776173e+07 -2.721098e+08  7.558116e+07  4.306032e+08  3.487659e+08 
 2.020199e+02  2.599573e-02 -5.518156e+07  2.408476e+08 -3.540331e+51 -9.116229e+07 -2.750460e+08  6.590671e+07  3.479283e+08  3.793674e+08 
 2.101117e+02  2.597815e-02 -3.397667e+07  2.185262e+08 -3.711591e+51 -7.045526e+07 -2.686853e+08  5.175800e+07  2.940619e+08  3.771995e+08 
 2.181872e+02  2.596167e-02  1.268417e+07  2.239914e+08 -3.634408e+51 -5.536141e+07 -2.517750e+08  4.543994e+07  2.347904e+08  3.484564e+08 
 2.262706e+02  2.594682e-02  1.402913e+07  2.362409e+08 -3.453630e+51 -1.933252e+07 -2.545471e+08  4.772068e+07  1.418269e+08  2.863181e+08 
 2.343465e+02  2.593410e-02  1.649442e+07  2.389524e+08 -3.263834e+51 -1.463792e+07 -2.690971e+08  3.891083e+07  5.650729e+07  1.934576e+08 
 2.424521e+02  2.592375e-02 -1.381656e+07  2.519790e+08 -3.213087e+51 -3.480779e+07 -2.794333e+08  4.129355e+07  8.979148e+07  9.433368e+07 
 2.505252e+02  2.591598e-02 -4.099056e+07  2.605229e+08 -3.624729e+51 -5.147962e+07 -2.743986e+08  4.490072e+07  2.340672e+08  8.690132e+07 
 2.585840e+02  2.591106e-02 -5.421821e+07  2.926858e+08 -4.195877e+51 -3.753548e+07 -2.394712e+08  7.096548e+07  3.427109e+08  1.419059e+08 
 2.666816e+02  2.590900e-02 -3.910358e+07  2.989680e+08 -5.107588e+51 -3.576743e+07 -2.468417e+08  8.023838e+07  3.371935e+08  2.023756e+08 
 2.747580e+02  2.590956e-02  8.845159e+06  3.107452e+08 -5.271808e+51 -3.237537e+07 -2.585907e+08  6.909655e+07  2.036771e+08  2.036355e+08 
 2.828272e+02  2.591248e-02  4.940386e+07  3.056981e+08 -4.680533e+51 -2.797548e+07 -2.492636e+08  4.991120e+07  4.628175e+07  1.377722e+08 
