 1.616804e+01  2.590810e-02  2.058369e+44  8.074240e+47  4.492495e+25
 2.424470e+01  2.591227e-02  8.999319e+43  5.753460e+46  1.640243e+25
 3.232516e+01  2.591738e-02  2.964586e+43  3.125809e+46  8.604453e+24
 4.041430e+01  2.592599e-02  1.775474e+43 -1.213434e+47  5.936159e+24
 4.849332e+01  2.593943e-02  6.982307e+42 -6.850036e+47  5.582597e+24
 5.656982e+01  2.595658e-02  3.638340e+42 -3.844566e+46  7.736684e+24
 6.465327e+01  2.597664e-02  6.051248e+42 -5.682695e+47  1.334576e+25
 7.273236e+01  2.599869e-02  4.953289e+42 -7.427591e+47  1.897704e+25
 8.080993e+01  2.602146e-02  3.469195e+42 -6.820750e+47  2.559630e+25
 8.889597e+01  2.604366e-02  1.821056e+42 -2.046854e+47  3.697369e+25
 9.697647e+01  2.606392e-02  1.777384e+42 -1.920594e+47  6.343994e+25
 1.050545e+02  2.608117e-02  8.790360e+41 -8.320348e+45  1.074296e+26
 1.131367e+02  2.609434e-02  1.050344e+42  2.665213e+46  1.473368e+26
 1.212170e+02  2.610267e-02  1.221357e+42  4.169543e+46  1.724967e+26
 1.293019e+02  2.610586e-02  1.383003e+42  2.975665e+46  1.899689e+26
 1.373775e+02  2.610414e-02  1.568930e+42  3.286657e+46  2.086234e+26
 1.454709e+02  2.609829e-02  1.892570e+42  4.332992e+46  2.424146e+26
 1.535493e+02  2.608928e-02  2.272925e+42  4.485993e+46  2.903263e+26
 1.616165e+02  2.607778e-02  2.692264e+42  4.713904e+46  3.560511e+26
 1.696982e+02  2.606408e-02  3.269591e+42  6.692145e+46  4.271350e+26
 1.777916e+02  2.604845e-02  3.676112e+42  9.173142e+46  4.787773e+26
 1.858618e+02  2.603153e-02  3.723239e+42  8.380441e+46  5.113939e+26
 1.939484e+02  2.601371e-02  4.078614e+42  5.748714e+46  5.609260e+26
 2.020199e+02  2.599573e-02  4.700167e+42  4.105024e+46  6.249223e+26
 2.101117e+02  2.597815e-02  5.019967e+42  2.022647e+46  6.612351e+26
 2.181872e+02  2.596167e-02  5.360021e+42  3.041080e+46  7.011542e+26
 2.262706e+02  2.594682e-02  5.738122e+42  3.569814e+46  7.256145e+26
 2.343465e+02  2.593410e-02  5.933745e+42  2.797746e+46  7.379546e+26
 2.424521e+02  2.592375e-02  5.905776e+42  1.891831e+46  7.562838e+26
 2.505252e+02  2.591598e-02  6.305452e+42  1.600057e+46  8.204884e+26
 2.585840e+02  2.591106e-02  6.863621e+42  1.015351e+46  9.249329e+26
 2.666816e+02  2.590900e-02  7.485694e+42  1.253699e+46  1.043848e+27
 2.747580e+02  2.590956e-02  8.261301e+42  4.789674e+45  1.117462e+27
 2.828272e+02  2.591248e-02  9.030307e+42 -6.511956e+45  1.181046e+27
 2.909315e+02  2.591775e-02  9.505502e+42 -2.614577e+46  1.194573e+27
 2.990003e+02  2.592533e-02  9.489504e+42 -3.263900e+46  1.202124e+27
 3.070929e+02  2.593533e-02  1.030811e+43 -2.855508e+46  1.268056e+27
 3.151788e+02  2.594745e-02  1.056571e+43 -5.643942e+46  1.346473e+27
 3.232316e+02  2.596084e-02  1.135223e+43 -8.398169e+46  1.476511e+27
 3.313228e+02  2.597454e-02  1.259476e+43 -8.546511e+46  1.608413e+27
 3.394066e+02  2.598764e-02  1.392654e+43 -4.744129e+46  1.734633e+27
 3.474798e+02  2.599957e-02  1.549711e+43 -1.704286e+46  1.871666e+27
 3.555658e+02  2.600999e-02  1.683799e+43 -1.469785e+46  1.992067e+27
 3.636504e+02  2.601862e-02  1.779884e+43 -5.518184e+45  2.094350e+27
 3.717130e+02  2.602521e-02  1.844464e+43 -2.351610e+45  2.179849e+27
 3.798122e+02  2.602955e-02  1.846091e+43 -1.324180e+46  2.246660e+27
 3.878816e+02  2.603141e-02  1.835697e+43 -1.830576e+46  2.269307e+27
 3.959785e+02  2.603093e-02  1.837454e+43 -1.705129e+46  2.294637e+27
 4.040428e+02  2.602828e-02  1.979616e+43 -1.315745e+46  2.460094e+27
 4.121480e+02  2.602364e-02  2.129710e+43 -1.268944e+46  2.701653e+27
 4.201968e+02  2.601726e-02  2.346948e+43 -7.665333e+45  3.012035e+27
 4.282803e+02  2.600935e-02  2.656052e+43 -7.867041e+45  3.357816e+27
 4.363646e+02  2.600028e-02  2.920342e+43 -9.594729e+45  3.651329e+27
 4.444503e+02  2.599056e-02  3.042553e+43 -8.821283e+45  3.781634e+27
 4.525376e+02  2.598086e-02  3.167780e+43 -1.002508e+46  3.932907e+27
 4.606199e+02  2.597174e-02  3.315110e+43 -1.033362e+46  4.015953e+27
 4.686954e+02  2.596367e-02  3.382918e+43 -1.161301e+46  4.091258e+27
