 1.001926e+05  2.416683e-02 -3.111297e+07  5.327936e+07 -5.069401e+52 -1.265532e+08 -1.896738e+08 -9.103770e+07  2.102803e+08 -2.043966e+08 
 1.002007e+05  2.416675e-02 -5.653515e+07  5.298600e+07 -4.815245e+52 -7.377809e+07 -2.012451e+08 -6.005888e+07  2.231363e+08 -3.200903e+06 
 1.002088e+05  2.416667e-02 -1.950153e+07  9.973371e+07 -3.686837e+52 -9.798216e+06 -1.649713e+08  1.245290e+07  9.747547e+07  1.852115e+08 
 1.002169e+05  2.416660e-02 -1.992585e+07  1.583800e+08 -3.537274e+52  6.911564e+07 -1.620151e+08  8.386296e+07 -9.452248e+07  2.972090e+08 
 1.002249e+05  2.416653e-02 -5.854637e+07  2.099533e+08 -4.398800e+52  1.661653e+08 -1.981303e+08  1.679193e+08 -3.031991e+08  2.421372e+08 
 1.002330e+05  2.416648e-02 -8.106461e+07  1.684591e+08 -5.501282e+52  1.366693e+08 -2.484683e+08  1.256525e+08 -4.445708e+08  1.039500e+08 
 1.002411e+05  2.416642e-02 -1.317589e+08  5.409712e+07 -7.758637e+52  8.192941e+06 -3.312301e+08 -2.350203e+07 -3.826324e+08 -1.431881e+07 
 1.002492e+05  2.416637e-02 -1.190843e+08  6.767786e+05 -8.636679e+52 -6.950617e+07 -3.270437e+08 -1.181995e+08 -2.746504e+08 -1.786674e+08 
 1.002573e+05  2.416633e-02 -7.923905e+07 -2.475971e+07 -8.085891e+52 -1.287962e+08 -2.692105e+08 -1.408947e+08 -1.123492e+08 -2.626494e+08 
 1.002654e+05  2.416628e-02 -2.056998e+07 -1.679481e+07 -6.790327e+52 -1.635976e+08 -2.197957e+08 -1.450536e+08  3.279412e+07 -2.730417e+08 
 1.002734e+05  2.416622e-02  2.678434e+06  3.803109e+07 -5.331041e+52 -1.321643e+08 -1.853815e+08 -9.430349e+07  1.257897e+08 -1.972277e+08 
 1.002815e+05  2.416617e-02 -1.518103e+07  6.296015e+07 -4.892841e+52 -9.160347e+07 -1.855397e+08 -5.952129e+07  1.662844e+08 -4.392445e+07 
 1.002896e+05  2.416611e-02 -2.383013e+07  1.068057e+08 -4.522219e+52 -1.858721e+07 -1.929979e+08  8.412516e+06  8.176289e+07  1.402753e+08 
 1.002977e+05  2.416605e-02 -1.196108e+06  1.510653e+08 -3.370637e+52  6.506355e+07 -1.459176e+08  7.961752e+07 -8.101099e+07  2.607875e+08 
 1.003058e+05  2.416598e-02 -5.755824e+07  2.084121e+08 -4.410044e+52  1.513925e+08 -1.985079e+08  1.566647e+08 -2.599953e+08  2.005235e+08 
 1.003138e+05  2.416591e-02 -1.182297e+08  1.654612e+08 -5.745871e+52  1.328878e+08 -2.700289e+08  1.290979e+08 -3.674653e+08  1.155307e+08 
 1.003219e+05  2.416585e-02 -1.070123e+08  9.122618e+07 -6.817981e+52  6.209468e+07 -2.975874e+08  3.351572e+07 -3.624337e+08 -8.339223e+06 
 1.003300e+05  2.416580e-02 -1.088839e+08  2.070161e+07 -7.955811e+52 -3.576102e+07 -3.114334e+08 -7.799675e+07 -2.693564e+08 -1.318937e+08 
 1.003381e+05  2.416575e-02 -8.293449e+07  2.735618e+06 -8.340123e+52 -8.746010e+07 -2.819540e+08 -1.046188e+08 -1.234291e+08 -2.342311e+08 
 1.003462e+05  2.416569e-02 -4.498738e+07  6.086554e+06 -7.132365e+52 -1.220076e+08 -2.336815e+08 -1.131422e+08  1.454774e+07 -2.600513e+08 
 1.003542e+05  2.416563e-02 -1.351201e+07  3.782092e+07 -5.686191e+52 -1.271848e+08 -1.819998e+08 -9.339605e+07  1.107525e+08 -2.128708e+08 
 1.003623e+05  2.416556e-02 -6.238594e+06  5.248940e+07 -4.171834e+52 -9.255257e+07 -1.460025e+08 -5.776289e+07  1.509091e+08 -7.248415e+07 
 1.003704e+05  2.416548e-02  1.015191e+06  6.166169e+07 -3.644913e+52 -4.816411e+07 -1.352453e+08 -2.277429e+07  1.169588e+08  1.067067e+08 
 1.003785e+05  2.416540e-02 -9.803495e+06  1.329450e+08 -3.687370e+52  3.402109e+07 -1.435380e+08  5.926145e+07 -2.513926e+07  2.044477e+08 
 1.003866e+05  2.416533e-02 -3.951674e+07  1.804965e+08 -4.110743e+52  9.596865e+07 -1.744076e+08  1.185064e+08 -2.015261e+08  2.087542e+08 
 1.003946e+05  2.416526e-02 -7.853110e+07  1.840459e+08 -4.736800e+52  1.448104e+08 -2.204070e+08  1.396269e+08 -3.330169e+08  1.160902e+08 
 1.004027e+05  2.416519e-02 -1.044694e+08  1.397110e+08 -5.839797e+52  1.293769e+08 -2.622294e+08  8.981243e+07 -3.667295e+08 -3.527777e+07 
 1.004108e+05  2.416512e-02 -1.211717e+08  7.586580e+07 -7.517592e+52  4.893704e+07 -3.039020e+08 -5.009669e+06 -2.772323e+08 -1.618598e+08 
 1.004189e+05  2.416505e-02 -1.071729e+08  4.315670e+07 -8.407813e+52 -1.922191e+07 -2.956240e+08 -6.610621e+07 -1.471379e+08 -2.598020e+08 
 1.004270e+05  2.416499e-02 -6.094617e+07  2.565545e+07 -7.731166e+52 -9.546025e+07 -2.473774e+08 -9.586202e+07 -1.594041e+07 -2.834281e+08 
 1.004350e+05  2.416493e-02 -3.696973e+07  3.490579e+07 -6.901995e+52 -1.290473e+08 -2.205592e+08 -1.011193e+08  1.169659e+08 -2.437721e+08 
 1.004431e+05  2.416487e-02 -1.378468e+07  6.085375e+07 -5.190469e+52 -1.107462e+08 -1.709982e+08 -6.823474e+07  2.087532e+08 -1.401764e+08 
 1.004512e+05  2.416480e-02 -1.803898e+07  6.570137e+07 -4.353905e+52 -8.547441e+07 -1.589099e+08 -4.569204e+07  2.131151e+08  5.856362e+07 
 1.004593e+05  2.416472e-02 -2.384212e+07  1.228336e+08 -4.096002e+52 -3.651444e+06 -1.729442e+08  3.246177e+07  7.360068e+07  2.355033e+08 
 1.004674e+05  2.416465e-02 -4.065736e+07  1.597849e+08 -3.953328e+52  6.260508e+07 -1.776912e+08  8.702271e+07 -1.330286e+08  3.005026e+08 
 1.004755e+05  2.416457e-02 -9.459426e+07  1.776411e+08 -4.794153e+52  1.335936e+08 -2.200865e+08  1.388978e+08 -3.134015e+08  2.186855e+08 
 1.004835e+05  2.416450e-02 -1.093020e+08  1.407967e+08 -5.503063e+52  1.345408e+08 -2.536290e+08  1.176922e+08 -4.095285e+08  7.306959e+07 
 1.004916e+05  2.416444e-02 -1.100834e+08  7.427046e+07 -7.178165e+52  7.670934e+07 -2.904578e+08  2.327855e+07 -3.687683e+08 -7.116731e+07 
 1.004997e+05  2.416437e-02 -1.066718e+08  1.693199e+07 -9.011412e+52 -1.701401e+07 -3.212830e+08 -7.785587e+07 -2.452001e+08 -2.044079e+08 
 1.005078e+05  2.416431e-02 -7.421847e+07  1.012047e+07 -9.188840e+52 -9.812952e+07 -2.884660e+08 -1.200398e+08 -8.266095e+07 -3.090762e+08 
 1.005158e+05  2.416425e-02 -2.525067e+07 -1.753076e+06 -7.690864e+52 -1.671790e+08 -2.229075e+08 -1.423679e+08  7.059682e+07 -2.811666e+08 
