1.616804e+01 2.590810e-02 2.079462e+07 1.709628e+05 3.619851e-01
2.424470e+01 2.591227e-02 2.114435e+07 1.712306e+05 7.004334e-01
3.232516e+01 2.591738e-02 2.119397e+07 1.712328e+05 8.906599e-01
4.041430e+01 2.592599e-02 2.120303e+07 1.711904e+05 1.104308e+00
4.849332e+01 2.593943e-02 2.127312e+07 1.710369e+05 1.004331e+00
5.656982e+01 2.595658e-02 2.133984e+07 1.708376e+05 1.074480e+00
6.465327e+01 2.597664e-02 2.138651e+07 1.709648e+05 2.110428e+00
7.273236e+01 2.599869e-02 2.143653e+07 1.710593e+05 1.457356e+01
8.080993e+01 2.602146e-02 2.149564e+07 1.710491e+05 2.188177e+01
8.889597e+01 2.604366e-02 2.154254e+07 1.710579e+05 1.983218e+01
9.697647e+01 2.606392e-02 2.158512e+07 1.709593e+05 1.838428e+01
1.050545e+02 2.608117e-02 2.163571e+07 1.710463e+05 1.415541e+01
1.131367e+02 2.609434e-02 2.167867e+07 1.711574e+05 1.051561e+01
1.212170e+02 2.610267e-02 2.171489e+07 1.712386e+05 1.219157e+01
1.293019e+02 2.610586e-02 2.176022e+07 1.712157e+05 1.632496e+01
1.373775e+02 2.610414e-02 2.180263e+07 1.710151e+05 2.141525e+01
1.454709e+02 2.609829e-02 2.183641e+07 1.709402e+05 2.420767e+01
1.535493e+02 2.608928e-02 2.187509e+07 1.709334e+05 3.088915e+01
1.616165e+02 2.607778e-02 2.191794e+07 1.709844e+05 4.156655e+01
1.696982e+02 2.606408e-02 2.195245e+07 1.710685e+05 4.126754e+01
1.777916e+02 2.604845e-02 2.198604e+07 1.710752e+05 3.870405e+01
1.858618e+02 2.603153e-02 2.202647e+07 1.710830e+05 3.632186e+01
1.939484e+02 2.601371e-02 2.206157e+07 1.710408e+05 3.374620e+01
2.020199e+02 2.599573e-02 2.209290e+07 1.709982e+05 2.754800e+01
2.101117e+02 2.597815e-02 2.212606e+07 1.709436e+05 1.929258e+01
2.181872e+02 2.596167e-02 2.216252e+07 1.708604e+05 1.902012e+01
